Server_ID,Timestamp,Server_Type,Operating_System,CPU_Usage,Memory_Usage,Disk_Usage,Disk_IO,Network_In_Mbps,Network_Out_Mbps,Network_Latency_ms,Response_Time_ms,Active_Connections,Request_Count,Error_Count,Process_Count,Uptime_Hours,Temperature_C,Day_of_Week,Hour,Performance_Issue
SRV-008,20-01-2026 09:30,File,Linux,77.15,76.19,55.85,53.08,1564.81,1159.78,23.86,375.19,709,8266,11,321,746.0,57.44,Tuesday,9,0
SRV-028,20-01-2026 10:00,Web,Linux,74.57,70.54,64.28,73.09,2039.83,1405.34,23.99,285.92,933,10330,9,293,472.52,55.82,Tuesday,10,0
SRV-005,20-01-2026 10:00,Web,Windows Server,72.22,73.14,37.02,71.09,1961.21,1473.89,41.86,410.69,1163,10311,13,297,562.11,61.15,Tuesday,10,0
SRV-027,20-01-2026 13:30,Database,Linux,79.34,70.74,66.17,93.19,2260.2,1707.38,27.04,361.35,972,11208,12,275,970.25,68.44,Tuesday,13,0
SRV-012,20-01-2026 14:00,API,Linux,73.02,73.39,70.49,84.71,1973.05,1560.76,32.41,280.7,1034,10659,7,274,348.51,55.52,Tuesday,14,0
SRV-054,20-01-2026 14:30,Application,Linux,99.0,76.32,60.29,82.89,1966.23,1524.31,28.27,377.02,928,10071,15,319,875.67,57.18,Tuesday,14,0
SRV-080,20-01-2026 15:00,File,Windows Server,82.3,57.58,54.18,59.14,1680.27,1294.58,28.3,299.23,937,8353,14,355,193.86,64.6,Tuesday,15,0
SRV-095,20-01-2026 15:30,Database,Linux,92.6,71.26,66.91,99.0,2027.04,1560.21,36.12,355.74,1227,11077,8,314,228.22,59.81,Tuesday,15,0
SRV-099,20-01-2026 17:30,Web,Linux,84.56,75.75,38.62,71.41,1951.85,1544.54,34.29,340.38,1078,10275,13,238,184.99,52.44,Tuesday,17,0
SRV-038,20-01-2026 18:30,Database,Linux,66.96,65.71,56.03,45.56,1571.47,1025.61,26.28,343.83,667,7571,13,196,420.46,51.8,Tuesday,18,0
SRV-044,20-01-2026 19:30,Database,Linux,72.08,57.32,54.96,34.46,1481.76,1120.34,23.62,297.53,578,7333,14,278,735.75,51.93,Tuesday,19,0
SRV-018,20-01-2026 19:30,Web,Windows Server,54.46,58.46,68.54,54.2,1494.34,1031.87,26.66,283.13,672,7016,11,297,482.61,53.15,Tuesday,19,0
SRV-083,20-01-2026 20:00,File,Linux,61.74,59.56,63.54,52.3,1208.56,875.92,26.69,255.08,443,5860,15,294,897.77,54.37,Tuesday,20,0
SRV-100,20-01-2026 20:00,API,Linux,59.71,55.56,46.18,80.68,1389.45,1026.4,26.23,296.54,497,7286,4,233,562.05,55.8,Tuesday,20,0
SRV-041,20-01-2026 20:30,Database,Linux,73.67,54.77,51.81,46.81,1451.05,1000.96,24.47,283.88,609,7360,10,255,537.08,55.18,Tuesday,20,0
SRV-054,20-01-2026 22:00,Application,Linux,59.05,59.58,59.25,52.01,1246.56,992.26,34.54,344.94,683,6815,12,295,766.21,46.22,Tuesday,22,0
SRV-021,20-01-2026 22:30,File,Linux,62.18,53.88,52.08,67.79,1221.97,848.15,25.98,343.26,553,5730,9,238,920.07,50.31,Tuesday,22,0
SRV-084,21-01-2026 01:00,Web,Linux,62.37,68.35,46.89,49.78,1367.14,990.53,18.1,379.27,635,7025,14,303,868.04,49.33,Wednesday,1,0
SRV-035,21-01-2026 01:00,Database,Linux,66.3,57.84,48.7,54.16,1404.1,1023.69,8.5,334.67,782,7295,10,282,707.64,54.15,Wednesday,1,0
SRV-076,21-01-2026 01:30,Web,Linux,35.44,74.08,42.66,58.97,1430.6,1093.17,27.68,276.78,805,7147,8,173,1775.39,44.87,Wednesday,1,0
SRV-042,21-01-2026 03:30,File,Linux,60.92,64.28,43.09,27.9,1206.47,837.65,28.88,237.22,328,5898,5,232,1064.69,55.59,Wednesday,3,0
SRV-041,21-01-2026 04:00,Database,Linux,73.02,63.64,57.35,54.53,1400.21,1113.19,21.12,269.54,444,7454,13,287,1141.87,55.82,Wednesday,4,0
SRV-013,21-01-2026 05:30,Application,Linux,59.46,84.0,57.82,47.4,1364.38,1027.13,25.34,387.22,697,6850,12,333,387.25,49.22,Wednesday,5,0
SRV-035,21-01-2026 05:30,Database,Linux,68.81,65.06,62.09,56.08,1400.74,1137.94,15.48,262.4,458,7353,10,279,517.92,54.45,Wednesday,5,0
SRV-070,21-01-2026 06:30,Database,Windows Server,67.31,57.42,46.39,51.2,1372.68,1122.22,28.8,321.83,748,7429,8,243,1496.42,62.52,Wednesday,6,0
SRV-038,21-01-2026 06:30,Database,Linux,53.94,60.39,70.02,46.83,1521.48,1121.44,19.47,318.04,575,7324,10,199,1286.38,55.88,Wednesday,6,0
SRV-006,21-01-2026 07:00,API,Windows Server,84.57,58.26,51.8,66.26,1292.19,1098.27,30.92,344.82,757,7361,14,347,211.19,59.79,Wednesday,7,0
SRV-024,21-01-2026 09:30,API,Linux,99.0,66.15,51.05,99.0,2074.42,1573.31,27.59,410.24,988,10754,13,309,175.82,66.91,Wednesday,9,1
SRV-042,21-01-2026 11:00,File,Linux,56.63,74.64,46.67,50.82,1600.69,1189.05,26.29,294.7,963,8406,9,278,880.21,52.03,Wednesday,11,0
SRV-089,21-01-2026 12:30,Web,Windows Server,78.96,79.88,54.64,91.36,2052.74,1521.68,25.98,343.05,1072,10441,16,290,1085.9,59.67,Wednesday,12,0
SRV-069,21-01-2026 13:30,Web,Linux,98.45,60.62,62.33,86.3,2034.81,1555.73,29.77,302.16,1018,10516,11,309,603.58,65.15,Wednesday,13,0
SRV-054,21-01-2026 14:30,Application,Linux,71.59,68.41,40.36,98.01,1819.45,1452.82,17.37,314.58,883,10137,9,319,1136.94,61.94,Wednesday,14,0
SRV-024,21-01-2026 15:30,API,Linux,99.0,69.0,74.02,67.5,2034.08,1543.28,37.43,373.5,993,10513,13,371,1447.81,64.53,Wednesday,15,0
SRV-042,21-01-2026 16:00,File,Linux,68.12,58.66,48.09,76.07,1620.94,1244.74,23.34,359.55,558,8207,9,299,387.83,55.47,Wednesday,16,0
SRV-051,21-01-2026 16:00,Web,Windows Server,79.25,71.68,68.94,89.59,2060.48,1514.18,24.92,249.41,951,10270,14,238,429.62,64.77,Wednesday,16,0
SRV-087,21-01-2026 17:00,Application,Linux,65.15,64.54,49.44,74.79,1952.79,1493.77,26.08,350.71,950,9990,15,292,485.05,50.71,Wednesday,17,0
SRV-010,21-01-2026 17:00,Database,Windows Server,86.54,81.01,37.13,74.13,2140.67,1607.84,22.0,351.41,1016,11036,10,325,940.46,56.375,Wednesday,17,0
SRV-051,21-01-2026 18:30,Web,Windows Server,72.69,47.69,40.6,35.54,1312.51,961.45,23.0,301.12,644,7011,3,307,683.17,56.09,Wednesday,18,0
SRV-069,21-01-2026 20:30,Web,Linux,82.03,61.53,66.37,86.13,1440.14,988.58,20.07,302.77,650,7084,7,269,1040.48,57.71,Wednesday,20,0
SRV-020,22-01-2026 00:00,Application,Linux,60.21,51.83,63.79,65.99,1290.97,996.82,11.03,273.04,551,6869,8,267,449.72,56.35,Thursday,0,0
SRV-027,22-01-2026 00:30,Database,Linux,68.21,54.78,44.11,61.05,1459.38,1138.97,28.1,278.87,783,7312,10,271,383.93,49.37,Thursday,0,0
SRV-028,22-01-2026 02:30,Web,Linux,64.68,78.66,60.12,59.46,1213.56,1055.59,23.37,320.71,786,7054,15,290,433.87,51.03,Thursday,2,0
SRV-082,22-01-2026 04:00,Database,Windows Server,68.27,70.36,79.05,37.23,1386.91,1050.16,33.19,325.65,744,7302,17,290,565.72,57.18,Thursday,4,0
SRV-005,22-01-2026 04:00,Web,Windows Server,57.23,66.47,41.17,42.51,1311.0,996.27,23.42,310.82,644,6977,5,333,521.72,52.15,Thursday,4,0
SRV-019,22-01-2026 06:00,File,Linux,78.32,51.83,52.58,48.61,1152.62,798.37,9.88,337.51,511,5963,12,303,1751.08,54.34,Thursday,6,0
SRV-086,22-01-2026 09:00,Web,Windows Server,90.6,73.88,54.7,69.49,2091.26,1489.14,28.41,391.13,1219,10402,11,306,770.71,56.375,Thursday,9,0
SRV-087,22-01-2026 09:00,Application,Linux,67.6,80.25,87.12,78.72,1887.54,1412.93,25.41,288.06,867,9896,12,252,619.98,65.98,Thursday,9,0
SRV-071,22-01-2026 10:30,Web,Linux,77.42,95.52,53.85,97.78,2047.91,1563.57,19.94,386.08,1001,10250,11,292,1501.62,70.7,Thursday,10,1
SRV-016,22-01-2026 10:30,Web,Windows Server,71.97,66.74,57.93,66.06,2090.02,1594.08,41.27,296.49,946,10343,9,321,275.46,53.3,Thursday,10,0
SRV-063,22-01-2026 11:00,Application,Linux,73.52,72.03,35.28,66.42,1867.78,1572.27,24.11,296.82,1148,10122,4,328,354.9,55.04,Thursday,11,0
SRV-080,22-01-2026 11:30,File,Windows Server,56.63,60.11,47.9,80.38,1559.43,1151.44,12.68,249.33,877,8299,8,265,835.53,60.86,Thursday,11,0
SRV-044,22-01-2026 12:00,Database,Linux,85.67,77.17,41.31,74.31,2134.58,1609.37,27.52,287.44,1096,10899,8,388,512.17,66.39,Thursday,12,0
SRV-008,22-01-2026 12:30,File,Linux,77.28,56.95,51.51,44.88,1547.39,1215.92,25.37,314.45,987,8249,7,341,798.44,53.23,Thursday,12,0
SRV-050,22-01-2026 12:30,Web,Linux,87.08,85.93,79.4,73.19,1985.98,1462.64,36.42,319.61,1102,10391,9,344,1461.79,61.31,Thursday,12,0
SRV-086,22-01-2026 13:00,Web,Windows Server,69.11,87.24,69.29,59.47,2012.21,1501.55,28.31,384.4,936,10298,12,309,782.45,59.64,Thursday,13,0
SRV-098,22-01-2026 13:30,Web,Windows Server,67.87,66.78,58.28,75.9,2082.44,1565.82,36.5,397.22,1259,10525,12,277,384.26,58.34,Thursday,13,0
SRV-009,22-01-2026 14:30,Web,Linux,99.0,86.33,72.98,88.93,2040.53,1472.58,32.08,425.76,820,10329,22,356,1044.82,71.54,Thursday,14,1
SRV-081,22-01-2026 16:30,Application,Windows Server,80.27,74.8,76.78,85.55,1974.33,1581.34,22.92,339.93,1113,10087,16,293,620.19,60.74,Thursday,16,0
SRV-096,22-01-2026 18:30,Application,Linux,85.24,70.21,51.07,60.0,1266.47,983.2,18.96,311.97,608,6821,15,322,558.2,62.44,Thursday,18,0
SRV-055,22-01-2026 19:00,Application,Linux,49.29,67.13,31.68,54.16,1457.24,1030.91,22.52,279.18,779,6983,11,224,213.97,53.44,Thursday,19,0
SRV-069,22-01-2026 19:30,Web,Linux,77.11,45.48,47.17,45.38,1335.84,1004.01,26.14,303.2,810,7010,9,258,687.03,59.89,Thursday,19,0
SRV-016,22-01-2026 20:30,Web,Windows Server,74.66,50.51,48.53,62.73,1310.08,970.39,26.57,301.9,571,7064,16,288,454.7,51.96,Thursday,20,0
SRV-030,23-01-2026 00:30,Application,Linux,44.39,63.59,60.29,62.15,1360.02,974.35,18.97,285.34,598,6899,9,238,696.68,51.34,Friday,0,0
SRV-053,23-01-2026 00:30,File,Linux,60.75,62.85,67.43,25.66,1131.71,825.8,28.83,343.13,700,5965,10,255,705.92,48.32,Friday,0,0
SRV-011,23-01-2026 02:00,Database,Linux,71.22,52.49,56.96,49.34,1509.95,1020.3,23.43,233.18,895,7415,12,287,1172.94,47.27,Friday,2,0
SRV-045,23-01-2026 02:00,File,Linux,53.75,51.55,62.13,53.52,1032.01,805.4,15.17,295.09,301,5741,14,268,215.23,51.82,Friday,2,0
SRV-088,23-01-2026 03:30,Database,Linux,42.66,53.63,57.66,78.23,1490.02,1082.61,16.91,153.87,545,7400,12,229,880.25,51.06,Friday,3,0
SRV-057,23-01-2026 06:00,Database,Linux,55.68,52.02,56.82,71.86,1494.68,1096.34,21.23,293.81,612,7342,16,296,823.43,55.65,Friday,6,0
SRV-035,23-01-2026 09:00,Database,Linux,89.59,93.49,75.25,99.0,2174.79,1653.02,34.98,419.82,1087,11044,10,340,349.97,63.17,Friday,9,1
SRV-024,23-01-2026 09:30,API,Linux,53.73,65.78,60.63,98.19,2055.83,1588.98,24.78,283.26,889,10835,14,231,592.43,55.63,Friday,9,0
SRV-095,23-01-2026 09:30,Database,Linux,82.31,78.99,78.99,89.36,2216.96,1631.47,29.8,302.16,1084,11240,14,275,849.68,58.27,Friday,9,0
SRV-042,23-01-2026 10:00,File,Linux,58.56,76.29,46.59,69.35,1601.69,1103.88,20.97,253.74,763,8242,10,275,311.42,53.23,Friday,10,0
SRV-017,23-01-2026 10:30,Application,Windows Server,63.86,71.22,62.32,72.97,1971.4,1516.09,25.88,344.49,936,10121,14,245,569.8,54.89,Friday,10,0
SRV-007,23-01-2026 10:30,File,Linux,79.9,64.79,56.36,79.56,1605.39,1143.2,31.1,348.71,777,8158,9,275,1079.41,64.31,Friday,10,0
SRV-045,23-01-2026 10:30,File,Linux,81.11,69.87,61.08,70.42,1481.37,1118.27,29.43,354.84,675,8171,15,254,553.39,64.87,Friday,10,0
SRV-019,23-01-2026 11:00,File,Linux,77.55,48.88,50.42,40.49,1603.26,1229.56,19.77,244.66,664,8263,11,267,949.18,57.93,Friday,11,0
SRV-058,23-01-2026 11:00,Application,Windows Server,69.05,88.65,60.51,80.38,1931.46,1512.68,21.58,334.53,848,9963,6,304,512.61,55.64,Friday,11,0
SRV-008,23-01-2026 11:00,File,Linux,89.59,82.21,68.65,76.23,1497.5,1223.51,16.28,342.04,683,8310,11,287,605.07,56.375,Friday,11,0
SRV-002,23-01-2026 12:00,Database,Windows Server,89.49,93.81,55.9,99.0,2078.36,1706.99,31.02,362.49,1045,10966,16,311,994.32,63.18,Friday,12,1
SRV-079,23-01-2026 12:30,Application,Windows Server,57.78,74.93,63.14,49.29,1837.95,1435.58,27.19,354.07,993,10021,12,265,1029.95,47.42,Friday,12,0
SRV-080,23-01-2026 12:30,File,Windows Server,74.53,89.68,63.7,60.71,1601.55,1235.91,18.96,308.19,625,8407,12,263,186.7,54.93,Friday,12,0
SRV-027,23-01-2026 12:30,Database,Linux,90.91,72.11,54.05,82.61,2146.65,1627.02,32.79,337.44,984,11022,12,263,762.36,59.69,Friday,12,0
SRV-057,23-01-2026 13:00,Database,Linux,73.44,99.0,45.77,99.0,2226.14,1645.63,35.76,377.32,1097,11118,17,286,1231.07,64.79,Friday,13,1
SRV-066,23-01-2026 14:00,Application,Linux,92.06,77.73,47.07,87.69,1940.09,1460.55,27.71,402.22,832,10032,14,324,1167.25,65.05,Friday,14,0
SRV-018,23-01-2026 14:00,Web,Windows Server,78.66,68.08,61.26,92.52,2003.65,1591.71,26.7,366.1,925,10365,8,308,877.86,63.21,Friday,14,0
SRV-055,23-01-2026 16:00,Application,Linux,87.87,52.29,43.16,71.76,1849.74,1426.92,33.68,290.13,1052,9880,10,282,527.23,62.4,Friday,16,0
SRV-053,23-01-2026 16:30,File,Linux,72.66,72.71,41.55,56.47,1612.37,1160.45,26.88,323.03,611,8183,11,229,428.59,52.62,Friday,16,0
SRV-045,23-01-2026 17:00,File,Linux,79.71,65.24,75.15,56.53,1515.76,1150.11,29.61,296.03,811,8142,12,344,855.34,60.2,Friday,17,0
SRV-069,23-01-2026 17:30,Web,Linux,72.34,78.1,47.29,81.08,2073.81,1557.0,22.1,320.45,812,10383,9,166,563.58,59.4,Friday,17,0
SRV-040,23-01-2026 17:30,Application,Linux,61.81,80.5,54.3,74.22,2084.18,1467.98,18.65,338.39,1095,10074,8,230,472.67,59.09,Friday,17,0
SRV-054,23-01-2026 20:00,Application,Linux,48.04,71.38,59.51,62.1,1312.58,1013.57,34.26,341.88,712,6899,10,192,898.75,50.74,Friday,20,0
SRV-078,23-01-2026 20:00,Application,Windows Server,40.81,62.99,38.92,55.93,1366.23,988.26,19.86,241.93,550,6754,9,217,601.03,51.96,Friday,20,0
SRV-086,23-01-2026 23:00,Web,Windows Server,44.91,70.42,60.1,67.95,1303.18,1087.46,22.74,252.37,486,7148,7,276,885.17,50.74,Friday,23,0
SRV-083,24-01-2026 01:00,File,Linux,51.45,71.07,62.7,47.65,923.04,702.18,16.89,315.86,302,5046,12,255,779.37,51.32,Saturday,1,0
SRV-004,24-01-2026 01:30,Application,Windows Server,82.47,57.64,45.27,37.04,1144.68,787.03,26.16,330.53,604,5779,17,298,225.53,60.47,Saturday,1,0
SRV-004,24-01-2026 01:30,Application,Windows Server,52.74,70.5,55.11,33.63,1098.96,817.18,19.04,229.36,598,5623,7,283,1091.16,49.71,Saturday,1,0
SRV-030,24-01-2026 02:00,Application,Linux,53.34,74.74,63.8,73.07,1122.41,907.67,27.15,357.09,694,5711,9,298,778.96,49.53,Saturday,2,0
SRV-033,24-01-2026 03:30,Database,Linux,50.66,65.62,42.04,52.12,1233.14,886.05,18.17,269.94,539,6098,9,288,1399.82,51.92,Saturday,3,0
SRV-050,24-01-2026 03:30,Web,Linux,35.9,71.1,48.54,41.16,1137.99,811.84,26.99,304.43,555,5849,14,197,506.58,43.22,Saturday,3,0
SRV-012,24-01-2026 04:30,API,Linux,67.99,67.72,62.86,42.69,1147.27,831.15,32.24,287.13,670,6096,11,247,664.23,52.71,Saturday,4,0
SRV-079,24-01-2026 05:00,Application,Windows Server,48.56,42.59,56.8,52.85,1150.58,867.99,7.65,223.67,463,5764,8,218,507.61,51.94,Saturday,5,0
SRV-054,24-01-2026 06:30,Application,Linux,55.14,53.67,67.11,42.54,1099.01,790.66,21.6,317.84,445,5660,4,227,949.02,50.94,Saturday,6,0
SRV-016,24-01-2026 06:30,Web,Windows Server,70.2,67.79,45.05,50.05,1098.53,864.26,18.63,308.91,505,5819,11,270,541.32,54.8,Saturday,6,0
SRV-032,24-01-2026 07:30,API,Windows Server,79.82,58.02,70.49,58.74,1010.77,815.47,27.38,319.58,672,5794,11,293,716.87,55.0,Saturday,7,0
SRV-009,24-01-2026 07:30,Web,Linux,57.44,48.49,42.0,44.03,1121.75,860.23,30.42,248.36,488,5745,8,211,141.09,55.76,Saturday,7,0
SRV-068,24-01-2026 07:30,Database,Windows Server,44.77,43.95,61.71,64.41,1167.09,861.49,12.09,238.95,448,6154,4,208,1038.93,44.52,Saturday,7,0
SRV-093,24-01-2026 08:30,Database,Linux,56.68,58.38,50.88,67.11,1000.55,925.62,26.15,305.89,550,6017,10,201,736.75,50.4,Saturday,8,0
SRV-057,24-01-2026 09:00,Database,Linux,54.01,56.44,74.9,61.78,1733.45,1253.96,23.68,261.53,1022,8624,9,227,508.27,56.84,Saturday,9,0
SRV-018,24-01-2026 09:30,Web,Windows Server,79.87,69.68,50.79,75.83,1689.44,1162.04,23.62,359.03,682,8056,18,292,557.05,61.42,Saturday,9,0
SRV-043,24-01-2026 10:00,Application,Windows Server,52.7,50.21,63.17,58.55,1546.38,1071.82,22.34,243.26,751,7933,9,303,713.88,49.66,Saturday,10,0
SRV-086,24-01-2026 10:30,Web,Windows Server,97.48,68.65,51.58,80.78,1565.07,1195.87,19.31,365.41,667,8052,13,282,740.21,65.25,Saturday,10,0
SRV-029,24-01-2026 10:30,Web,Linux,62.42,57.15,75.27,49.49,1645.26,1129.85,24.9,270.31,560,8115,4,296,286.33,52.45,Saturday,10,0
SRV-055,24-01-2026 11:30,Application,Linux,71.8,81.78,65.87,62.38,1422.3,1180.37,22.76,374.54,704,7729,11,313,1189.5,59.59,Saturday,11,0
SRV-016,24-01-2026 11:30,Web,Windows Server,71.73,60.29,49.5,68.32,1512.78,1296.99,28.2,305.69,928,8294,11,334,1081.75,64.04,Saturday,11,0
SRV-034,24-01-2026 12:30,Database,Linux,53.38,65.56,60.43,71.9,1787.29,1256.25,29.42,262.92,801,8508,12,217,474.94,55.5,Saturday,12,0
SRV-012,24-01-2026 15:30,API,Linux,56.69,69.05,66.99,44.9,1579.91,1229.16,16.15,303.17,447,8387,7,318,607.4,53.02,Saturday,15,0
SRV-082,24-01-2026 16:00,Database,Windows Server,99.0,77.63,38.79,79.8,1676.37,1264.91,30.02,445.09,672,8562,12,341,2219.36,63.61,Saturday,16,1
SRV-052,24-01-2026 16:30,Web,Windows Server,70.4,69.09,68.51,63.39,1585.43,1144.82,29.28,310.25,813,8133,10,293,580.67,58.46,Saturday,16,0
SRV-037,24-01-2026 17:30,Web,Windows Server,75.23,63.15,37.74,70.64,1552.87,1269.48,24.86,379.05,753,7985,11,235,899.52,55.92,Saturday,17,0
SRV-087,24-01-2026 18:30,Application,Linux,56.76,46.55,53.0,46.01,1085.92,874.87,18.62,222.3,483,5842,12,231,419.19,49.35,Saturday,18,0
SRV-044,24-01-2026 21:00,Database,Linux,47.17,51.62,56.74,44.52,1137.83,889.38,22.6,232.12,399,6190,6,180,691.25,54.51,Saturday,21,0
SRV-086,24-01-2026 21:00,Web,Windows Server,64.04,54.75,62.24,49.2,1032.05,768.2,19.68,302.16,497,5738,8,243,1165.38,57.29,Saturday,21,0
SRV-012,24-01-2026 21:30,API,Linux,66.72,54.42,52.77,35.53,1207.87,793.81,30.79,304.08,594,5936,13,282,689.88,51.15,Saturday,21,0
SRV-085,24-01-2026 22:30,Web,Windows Server,58.82,70.76,24.44,45.49,1081.18,871.23,28.8,250.56,613,5822,9,216,968.4,51.55,Saturday,22,0
SRV-043,24-01-2026 23:00,Application,Windows Server,69.38,39.44,44.73,48.0,1132.27,815.38,31.78,237.16,586,5676,5,341,490.56,58.12,Saturday,23,0
SRV-083,24-01-2026 23:00,File,Linux,72.37,38.13,55.65,41.86,859.92,737.9,19.97,319.12,513,4989,8,215,1726.39,55.77,Saturday,23,0
SRV-012,24-01-2026 23:30,API,Linux,70.9,60.82,81.62,46.96,1179.82,799.71,24.47,272.55,495,6110,11,252,581.39,51.5,Saturday,23,0
SRV-070,24-01-2026 23:30,Database,Windows Server,38.62,43.34,51.82,51.99,1068.18,848.59,19.64,258.07,599,6145,6,236,272.2,49.02,Saturday,23,0
SRV-041,25-01-2026 00:00,Database,Linux,73.89,65.84,61.07,67.39,1219.59,844.9,19.73,289.78,627,6151,10,220,905.82,58.58,Sunday,0,0
SRV-053,25-01-2026 00:30,File,Linux,60.91,48.39,45.71,54.76,850.38,693.22,25.05,230.87,531,5001,4,224,370.56,56.38,Sunday,0,0
SRV-057,25-01-2026 03:30,Database,Linux,74.75,60.36,51.89,60.06,1241.88,910.08,17.86,256.19,475,6148,8,271,504.46,59.9,Sunday,3,0
SRV-033,25-01-2026 05:30,Database,Linux,54.94,58.73,67.66,39.68,1136.61,838.27,20.88,272.45,668,6156,4,238,418.27,50.26,Sunday,5,0
SRV-051,25-01-2026 05:30,Web,Windows Server,62.49,45.35,61.18,47.07,1031.84,853.77,17.52,255.63,517,5912,6,301,976.77,53.77,Sunday,5,0
SRV-088,25-01-2026 05:30,Database,Linux,75.04,58.15,53.84,57.45,1099.38,828.76,24.33,279.6,623,6143,13,321,1275.69,55.64,Sunday,5,0
SRV-002,25-01-2026 06:30,Database,Windows Server,44.46,46.0,49.38,20.04,1232.3,800.2,20.09,209.45,757,6123,8,192,369.96,50.02,Sunday,6,0
SRV-041,25-01-2026 09:00,Database,Linux,89.58,73.27,53.93,67.24,1688.27,1243.85,25.93,284.86,880,8727,8,274,507.53,61.12,Sunday,9,0
SRV-010,25-01-2026 10:30,Database,Windows Server,54.58,56.09,54.98,68.64,1744.37,1244.97,22.44,274.88,964,8655,9,238,1023.8,55.68,Sunday,10,0
SRV-086,25-01-2026 11:00,Web,Windows Server,60.34,67.53,75.77,65.71,1625.6,1175.44,14.33,264.67,799,7985,2,240,556.19,52.36,Sunday,11,0
SRV-037,25-01-2026 11:30,Web,Windows Server,63.69,62.06,57.9,72.16,1630.72,1127.88,21.68,314.14,528,8086,9,263,550.91,61.4,Sunday,11,0
SRV-031,25-01-2026 13:00,Application,Linux,87.1,72.54,50.53,72.53,1482.94,1112.64,25.67,346.11,725,7791,13,274,298.3,58.86,Sunday,13,0
SRV-036,25-01-2026 13:30,Web,Linux,74.36,78.84,30.38,59.67,1515.06,1138.18,22.84,302.72,823,8001,20,279,804.32,56.98,Sunday,13,0
SRV-027,25-01-2026 14:30,Database,Linux,80.73,72.96,85.7,62.1,1588.92,1280.51,24.02,322.07,641,8475,11,312,890.72,60.51,Sunday,14,0
SRV-009,25-01-2026 17:00,Web,Linux,79.7,70.2,53.35,68.57,1522.26,1248.63,21.7,288.93,957,8214,10,294,708.76,56.35,Sunday,17,0
SRV-056,25-01-2026 17:30,File,Windows Server,63.89,67.65,68.22,62.57,1294.26,1038.09,19.78,261.43,346,6800,9,271,659.16,57.69,Sunday,17,0
SRV-015,25-01-2026 17:30,Database,Linux,80.05,79.06,48.19,95.83,1653.58,1248.55,26.02,324.21,857,8422,5,315,927.89,62.53,Sunday,17,0
SRV-020,25-01-2026 18:00,Application,Linux,58.82,66.88,49.46,61.58,1556.3,1173.92,19.09,201.75,849,7847,7,268,771.6,51.29,Sunday,18,0
SRV-031,25-01-2026 18:30,Application,Linux,52.59,41.79,35.56,46.79,1079.8,852.06,12.91,302.48,753,5724,7,203,1027.77,52.7,Sunday,18,0
SRV-028,25-01-2026 18:30,Web,Linux,46.26,42.06,36.48,45.65,995.89,907.39,23.03,285.04,611,5853,7,216,740.88,47.44,Sunday,18,0
SRV-017,25-01-2026 19:30,Application,Windows Server,82.87,46.44,64.4,51.47,1092.91,884.21,18.63,272.34,483,5719,8,273,1089.14,60.42,Sunday,19,0
SRV-093,25-01-2026 21:30,Database,Linux,63.09,58.73,92.89,54.71,1139.58,921.82,22.62,229.55,406,6066,4,229,436.58,49.3,Sunday,21,0
SRV-087,25-01-2026 23:00,Application,Linux,67.71,40.55,60.27,21.5,1053.89,859.36,18.49,239.89,504,5714,7,319,303.55,51.08,Sunday,23,0
SRV-072,25-01-2026 23:30,Database,Linux,64.47,56.54,27.74,53.8,1110.84,894.07,19.16,269.7,574,5949,8,250,962.64,54.16,Sunday,23,0
SRV-034,26-01-2026 00:30,Database,Linux,62.85,68.5,41.4,49.68,1432.66,1068.78,16.2,332.73,541,7523,10,317,1315.08,62.52,Monday,0,0
SRV-002,26-01-2026 02:30,Database,Windows Server,82.59,70.65,51.78,36.27,1444.76,1033.52,27.65,380.96,629,7354,11,314,787.13,54.42,Monday,2,0
SRV-085,26-01-2026 02:30,Web,Windows Server,49.99,55.61,32.72,62.7,1396.68,1036.81,22.43,241.76,745,7127,6,272,338.09,50.93,Monday,2,0
SRV-078,26-01-2026 03:00,Application,Windows Server,69.14,71.17,71.95,62.88,1305.53,1002.84,33.18,397.98,579,6728,16,259,171.99,58.44,Monday,3,0
SRV-011,26-01-2026 03:30,Database,Linux,75.57,54.22,51.64,64.65,1536.75,1141.13,29.14,316.49,759,7474,10,282,436.56,59.68,Monday,3,0
SRV-081,26-01-2026 05:30,Application,Windows Server,64.9,63.35,45.18,45.44,1262.71,1032.57,28.44,283.62,837,6895,8,288,549.61,55.35,Monday,5,0
SRV-100,26-01-2026 05:30,API,Linux,61.95,53.07,61.71,52.15,1472.63,1083.53,27.36,276.07,562,7198,10,218,498.75,54.17,Monday,5,0
SRV-019,26-01-2026 08:00,File,Linux,52.1,71.04,32.14,26.46,1160.17,881.83,23.61,336.42,811,5847,10,227,854.88,51.61,Monday,8,0
SRV-063,26-01-2026 08:30,Application,Linux,64.41,77.96,43.87,74.24,1373.67,1071.55,18.53,274.13,490,6832,12,202,749.59,55.79,Monday,8,0
SRV-059,26-01-2026 09:00,Web,Windows Server,82.19,61.55,46.42,74.7,2073.9,1468.28,27.42,320.68,792,10234,9,349,291.3,63.39,Monday,9,0
SRV-086,26-01-2026 09:30,Web,Windows Server,64.34,82.81,73.28,96.28,1974.89,1539.51,21.23,323.92,1022,10303,11,271,591.05,59.36,Monday,9,0
